Actor,Recip,total.groom.secs,Actor.mins,Recip.mins,dyad.obs.secs,groom.rate
alb,dan,215,2222,2228,267000,0.000805243
alb,fra,30,2222,2233,267300,0.000112233
alb,gre,78,2222,2225,266820,0.000292332
alb,har,96,2222,2219,266460,0.000360279
alb,isa,1954,2222,2259,268860,0.007267723
alb,jan,226,2222,2231,267180,0.000845872
alb,jul,1233,2222,2202,265440,0.004645118
alb,kim,158,2222,2250,268320,0.000588849
alb,lul,199,2222,2262,269040,0.000739667
alb,nin,445,2222,2221,266580,0.001669293
alb,oli,363,2222,2232,267240,0.00135833
alb,pen,395,2222,2242,267840,0.001474761
alb,qui,217,2222,2218,266400,0.000814565
alb,ros,1204,2222,2216,266280,0.004521556
alb,sal,237,2222,2171,263580,0.000899158
alb,tam,365,2222,2253,268500,0.001359404
alb,urs,640,2222,2271,269580,0.002374063
alb,vin,1024,2222,2257,268740,0.003810374
alb,xen,686,2222,2247,268140,0.002558365
dan,dop,12,2228,2257,269100,4.46E-05
dan,fra,287,2228,2233,267660,0.001072256
dan,har,41,2228,2219,266820,0.000153662
dan,jan,121,2228,2231,267540,0.000452269
dan,jul,20,2228,2202,265800,7.52E-05
dan,lul,149,2228,2262,269400,0.000553081
dan,nin,108,2228,2221,266940,0.000404585
dan,oli,304,2228,2232,267600,0.001136024
dan,sal,6,2228,2171,263940,2.27E-05
dan,urs,10,2228,2271,269940,3.70E-05
dan,vin,141,2228,2257,269100,0.000523969
dan,xen,44,2228,2247,268500,0.000163873
dan,yet,345,2228,2262,269400,0.001280624
dop,alb,68,2257,2222,268740,0.000253033
dop,eri,229,2257,2200,267420,0.000856331
dop,gem,774,2257,2248,270300,0.002863485
dop,isa,87,2257,2259,270960,0.000321081
dop,jan,94,2257,2231,269280,0.000349079
dop,jul,229,2257,2202,267540,0.000855947
dop,kim,198,2257,2250,270420,0.000732194
dop,lul,190,2257,2262,271140,0.000700745
dop,pen,109,2257,2242,269940,0.000403793
dop,ros,401,2257,2216,268380,0.00149415
dop,sal,509,2257,2171,265680,0.001915839
dop,tam,232,2257,2253,270600,0.000857354
dop,urs,1058,2257,2271,271680,0.003894287
dop,xen,791,2257,2247,270240,0.002927028
dop,yet,202,2257,2262,271140,0.000745003
dop,zar,481,2257,2131,263280,0.001826952
eri,gem,66,2200,2248,266880,0.000247302
eri,har,106,2200,2219,265140,0.000399789
eri,jul,275,2200,2202,264120,0.001041193
eri,nin,87,2200,2221,265260,0.00032798
eri,qui,35,2200,2218,265080,0.000132036
eri,sal,46,2200,2171,262260,0.000175398
eri,vin,43,2200,2257,267420,0.000160796
eri,yet,90,2200,2262,267720,0.000336172
eri,zar,24,2200,2131,259860,9.24E-05
fra,alb,50,2233,2222,267300,0.000187056
fra,dan,153,2233,2228,267660,0.000571621
fra,eri,105,2233,2200,265980,0.000394767
fra,gre,28,2233,2225,267480,0.000104681
fra,isa,348,2233,2259,269520,0.001291184
fra,jul,163,2233,2202,266100,0.000612552
fra,nin,392,2233,2221,267240,0.001466846
fra,oli,351,2233,2232,267900,0.00131019
fra,qui,62,2233,2218,267060,0.000232158
fra,ros,30,2233,2216,266940,0.000112385
fra,sal,174,2233,2171,264240,0.000658492
fra,tam,221,2233,2253,269160,0.000821073
fra,vin,435,2233,2257,269400,0.001614699
fra,xen,25,2233,2247,268800,9.30E-05
fra,yet,264,2233,2262,269700,0.000978865
gem,dop,158,2248,2257,270300,0.000584536
gem,eri,1485,2248,2200,266880,0.005564299
gem,fra,302,2248,2233,268860,0.001123261
gem,gre,132,2248,2225,268380,0.00049184
gem,har,1389,2248,2219,268020,0.005182449
gem,isa,312,2248,2259,270420,0.001153761
gem,jan,123,2248,2231,268740,0.000457691
gem,jul,1868,2248,2202,267000,0.006996255
gem,kim,30,2248,2250,269880,0.000111161
gem,lul,539,2248,2262,270600,0.00199187
gem,nin,114,2248,2221,268140,0.000425151
gem,oli,338,2248,2232,268800,0.00125744
gem,pen,152,2248,2242,269400,0.000564217
gem,ros,2055,2248,2216,267840,0.007672491
gem,sal,881,2248,2171,265140,0.003322773
gem,tam,407,2248,2253,270060,0.001507073
gem,uli,166,2248,2265,270780,0.000613044
gem,urs,1174,2248,2271,271140,0.004329866
gem,vin,790,2248,2257,270300,0.002922679
gem,xen,1597,2248,2247,269700,0.005921394
gem,yet,244,2248,2262,270600,0.0009017
gem,zar,4710,2248,2131,262740,0.017926467
gre,alb,48,2225,2222,266820,0.000179897
gre,dan,224,2225,2228,267180,0.000838386
gre,dop,28,2225,2257,268920,0.00010412
gre,eri,244,2225,2200,265500,0.000919021
gre,fra,197,2225,2233,267480,0.000736504
gre,har,557,2225,2219,266640,0.002088959
gre,isa,207,2225,2259,269040,0.000769402
gre,jan,251,2225,2231,267360,0.000938809
gre,jul,129,2225,2202,265620,0.000485656
gre,lul,17,2225,2262,269220,6.31E-05
gre,nin,70,2225,2221,266760,0.000262408
gre,oli,481,2225,2232,267420,0.001798669
gre,qui,111,2225,2218,266580,0.000416385
gre,ros,26,2225,2216,266460,9.76E-05
gre,tam,216,2225,2253,268680,0.00080393
gre,vin,268,2225,2257,268920,0.000996579
gre,xen,163,2225,2247,268320,0.000607484
gre,yet,918,2225,2262,269220,0.003409851
har,alb,581,2219,2222,266460,0.00218044
har,eri,120,2219,2200,265140,0.000452591
har,gem,329,2219,2248,268020,0.00122752
har,isa,87,2219,2259,268680,0.000323805
har,jan,629,2219,2231,267000,0.002355805
har,jul,1482,2219,2202,265260,0.005586971
har,kim,641,2219,2250,268140,0.002390542
har,lul,472,2219,2262,268860,0.001755561
har,nin,627,2219,2221,266400,0.002353604
har,pen,30,2219,2242,267660,0.000112082
har,ros,107,2219,2216,266100,0.000402104
har,sal,348,2219,2171,263400,0.001321185
har,tam,615,2219,2253,268320,0.002292039
har,xen,9,2219,2247,267960,3.36E-05
har,yet,64,2219,2262,268860,0.000238042
har,zar,49,2219,2131,261000,0.000187739
isa,alb,2329,2259,2222,268860,0.008662501
isa,dan,56,2259,2228,269220,0.000208008
isa,dop,100,2259,2257,270960,0.000369058
isa,eri,128,2259,2200,267540,0.000478433
isa,fra,894,2259,2233,269520,0.003317008
isa,gem,477,2259,2248,270420,0.001763923
isa,gre,1420,2259,2225,269040,0.005278026
isa,har,104,2259,2219,268680,0.000387078
isa,jan,406,2259,2231,269400,0.001507053
isa,jul,629,2259,2202,267660,0.002349996
isa,kim,1261,2259,2250,270540,0.004661048
isa,nin,1397,2259,2221,268800,0.005197173
isa,oli,1086,2259,2232,269460,0.004030283
isa,pen,703,2259,2242,270060,0.002603125
isa,ros,152,2259,2216,268500,0.000566108
isa,sal,661,2259,2171,265800,0.002486832
isa,tam,379,2259,2253,270720,0.00139997
isa,urs,1295,2259,2271,271800,0.004764533
isa,vin,1458,2259,2257,270960,0.005380868
isa,xen,485,2259,2247,270360,0.001793904
isa,yet,269,2259,2262,271260,0.000991669
isa,zar,383,2259,2131,263400,0.001454062
jan,alb,13,2231,2222,267180,4.87E-05
jan,dop,390,2231,2257,269280,0.001448307
jan,eri,662,2231,2200,265860,0.002490032
jan,gem,370,2231,2248,268740,0.001376795
jan,har,720,2231,2219,267000,0.002696629
jan,isa,575,2231,2259,269400,0.002134373
jan,jul,385,2231,2202,265980,0.001447477
jan,kim,21,2231,2250,268860,7.81E-05
jan,lul,672,2231,2262,269580,0.002492767
jan,oli,113,2231,2232,267780,0.000421988
jan,pen,459,2231,2242,268380,0.001710262
jan,ros,281,2231,2216,266820,0.001053144
jan,sal,217,2231,2171,264120,0.000821596
jan,tam,2821,2231,2253,269040,0.01048543
jan,urs,41,2231,2271,270120,0.000151784
jan,vin,345,2231,2257,269280,0.001281194
jan,xen,422,2231,2247,268680,0.001570642
jan,yet,201,2231,2262,269580,0.000745604
jan,zar,331,2231,2131,261720,0.00126471
jul,alb,311,2202,2222,265440,0.00117164
jul,eri,1160,2202,2200,264120,0.004391943
jul,fra,279,2202,2233,266100,0.001048478
jul,gem,688,2202,2248,267000,0.002576779
jul,gre,10,2202,2225,265620,3.76E-05
jul,har,367,2202,2219,265260,0.001383548
jul,isa,768,2202,2259,267660,0.002869312
jul,jan,199,2202,2231,265980,0.000748177
jul,kim,33,2202,2250,267120,0.00012354
jul,pen,683,2202,2242,266640,0.002561506
jul,qui,104,2202,2218,265200,0.000392157
jul,sal,107,2202,2171,262380,0.000407805
jul,tam,167,2202,2253,267300,0.000624766
jul,urs,43,2202,2271,268380,0.000160221
jul,xen,204,2202,2247,266940,0.000764217
jul,yet,163,2202,2262,267840,0.000608572
jul,zar,189,2202,2131,259980,0.000726979
kim,alb,173,2250,2222,268320,0.000644753
kim,dop,62,2250,2257,270420,0.000229273
kim,gem,93,2250,2248,269880,0.000344598
kim,har,203,2250,2219,268140,0.000757067
kim,isa,897,2250,2259,270540,0.003315591
kim,jan,158,2250,2231,268860,0.000587666
kim,jul,18,2250,2202,267120,6.74E-05
kim,lul,140,2250,2262,270720,0.000517139
kim,oli,12,2250,2232,268920,4.46E-05
kim,pen,145,2250,2242,269520,0.000537993
kim,sal,592,2250,2171,265260,0.002231773
kim,tam,639,2250,2253,270180,0.00236509
kim,urs,136,2250,2271,271260,0.000501364
kim,xen,1041,2250,2247,269820,0.003858128
kim,zar,293,2250,2131,262860,0.001114662
lul,dop,133,2262,2257,271140,0.000490522
lul,eri,17,2262,2200,267720,6.35E-05
lul,fra,71,2262,2233,269700,0.000263255
lul,gem,82,2262,2248,270600,0.00030303
lul,har,626,2262,2219,268860,0.002328349
lul,jan,161,2262,2231,269580,0.000597225
lul,jul,162,2262,2202,267840,0.000604839
lul,nin,218,2262,2221,268980,0.000810469
lul,oli,84,2262,2232,269640,0.000311526
lul,pen,117,2262,2242,270240,0.000432948
lul,qui,36,2262,2218,268800,0.000133929
lul,ros,154,2262,2216,268680,0.000573173
lul,tam,438,2262,2253,270900,0.001616833
lul,uli,120,2262,2265,271620,0.000441794
lul,urs,579,2262,2271,271980,0.002128833
lul,vin,325,2262,2257,271140,0.001198643
lul,xen,77,2262,2247,270540,0.000284616
lul,yet,26,2262,2262,271440,9.58E-05
nin,alb,660,2221,2222,266580,0.002475805
nin,dan,126,2221,2228,266940,0.000472016
nin,eri,205,2221,2200,265260,0.000772827
nin,fra,692,2221,2233,267240,0.002589433
nin,gre,27,2221,2225,266760,0.000101215
nin,har,977,2221,2219,266400,0.003667417
nin,isa,529,2221,2259,268800,0.001968006
nin,jan,256,2221,2231,267120,0.000958371
nin,jul,155,2221,2202,265380,0.000584068
nin,kim,12,2221,2250,268260,4.47E-05
nin,lul,596,2221,2262,268980,0.002215778
nin,oli,1027,2221,2232,267180,0.003843851
nin,qui,876,2221,2218,266340,0.003289029
nin,ros,1060,2221,2216,266220,0.003981669
nin,sal,617,2221,2171,263520,0.002341378
nin,tam,208,2221,2253,268440,0.000774847
nin,urs,74,2221,2271,269520,0.000274562
nin,vin,552,2221,2257,268680,0.002054489
nin,yet,10,2221,2262,268980,3.72E-05
nin,zar,215,2221,2131,261120,0.000823376
oli,alb,351,2232,2222,267240,0.001313426
oli,dan,157,2232,2228,267600,0.000586697
oli,eri,289,2232,2200,265920,0.001086793
oli,fra,752,2232,2233,267900,0.002807018
oli,gem,66,2232,2248,268800,0.000245536
oli,gre,145,2232,2225,267420,0.000542218
oli,isa,158,2232,2259,269460,0.000586358
oli,jan,70,2232,2231,267780,0.000261409
oli,kim,43,2232,2250,268920,0.000159899
oli,lul,54,2232,2262,269640,0.000200267
oli,nin,216,2232,2221,267180,0.000808444
oli,pen,12,2232,2242,268440,4.47E-05
oli,ros,26,2232,2216,266880,9.74E-05
oli,tam,39,2232,2253,269100,0.000144928
oli,uli,69,2232,2265,269820,0.000255726
oli,urs,90,2232,2271,270180,0.000333111
oli,vin,146,2232,2257,269340,0.000542066
oli,xen,6,2232,2247,268740,2.23E-05
oli,yet,183,2232,2262,269640,0.000678683
pen,alb,372,2242,2222,267840,0.001388889
pen,dan,214,2242,2228,268200,0.000797912
pen,dop,183,2242,2257,269940,0.000677928
pen,eri,733,2242,2200,266520,0.002750263
pen,fra,34,2242,2233,268500,0.000126629
pen,gem,350,2242,2248,269400,0.001299183
pen,gre,349,2242,2225,268020,0.001302142
pen,isa,1069,2242,2259,270060,0.00395838
pen,jan,614,2242,2231,268380,0.002287801
pen,jul,1460,2242,2202,266640,0.005475548
pen,kim,411,2242,2250,269520,0.001524933
pen,lul,370,2242,2262,270240,0.001369153
pen,nin,341,2242,2221,267780,0.001273433
pen,oli,209,2242,2232,268440,0.000778572
pen,ros,422,2242,2216,267480,0.001577688
pen,sal,176,2242,2171,264780,0.000664703
pen,tam,104,2242,2253,269700,0.000385614
pen,uli,57,2242,2265,270420,0.000210783
pen,urs,702,2242,2271,270780,0.002592511
pen,xen,986,2242,2247,269340,0.0036608
pen,yet,131,2242,2262,270240,0.000484754
pen,zar,2262,2242,2131,262380,0.008621084
qui,alb,188,2218,2222,266400,0.000705706
qui,dan,17,2218,2228,266760,6.37E-05
qui,eri,147,2218,2200,265080,0.00055455
qui,fra,244,2218,2233,267060,0.000913652
qui,gre,61,2218,2225,266580,0.000228824
qui,har,941,2218,2219,266220,0.003534671
qui,isa,42,2218,2259,268620,0.000156355
qui,jan,46,2218,2231,266940,0.000172323
qui,lul,168,2218,2262,268800,0.000625
qui,nin,1296,2218,2221,266340,0.004865961
qui,oli,34,2218,2232,267000,0.000127341
qui,ros,526,2218,2216,266040,0.001977146
qui,sal,1036,2218,2171,263340,0.003934078
qui,tam,173,2218,2253,268260,0.000644897
qui,vin,10,2218,2257,268500,3.72E-05
qui,yet,146,2218,2262,268800,0.000543155
ros,alb,1449,2216,2222,266280,0.00544164
ros,dan,242,2216,2228,266640,0.000907591
ros,eri,1923,2216,2200,264960,0.007257699
ros,fra,114,2216,2233,266940,0.000427062
ros,gem,1788,2216,2248,267840,0.006675627
ros,gre,127,2216,2225,266460,0.000476619
ros,har,649,2216,2219,266100,0.002438933
ros,isa,147,2216,2259,268500,0.000547486
ros,jan,620,2216,2231,266820,0.002323664
ros,jul,52,2216,2202,265080,0.000196167
ros,kim,314,2216,2250,267960,0.001171817
ros,lul,823,2216,2262,268680,0.003063123
ros,nin,942,2216,2221,266220,0.003538427
ros,oli,103,2216,2232,266880,0.000385941
ros,pen,371,2216,2242,267480,0.00138702
ros,qui,212,2216,2218,266040,0.000796873
ros,sal,958,2216,2171,263220,0.003639541
ros,tam,1666,2216,2253,268140,0.006213172
ros,vin,252,2216,2257,268380,0.000938967
ros,xen,128,2216,2247,267780,0.000478004
ros,yet,631,2216,2262,268680,0.002348519
ros,zar,246,2216,2131,260820,0.000943179
sal,alb,68,2171,2222,263580,0.000257986
sal,dan,318,2171,2228,263940,0.001204819
sal,eri,195,2171,2200,262260,0.000743537
sal,fra,356,2171,2233,264240,0.00134726
sal,gem,735,2171,2248,265140,0.00277212
sal,har,34,2171,2219,263400,0.000129081
sal,isa,381,2171,2259,265800,0.001433409
sal,jan,103,2171,2231,264120,0.000389974
sal,jul,40,2171,2202,262380,0.000152451
sal,kim,315,2171,2250,265260,0.001187514
sal,lul,118,2171,2262,265980,0.000443642
sal,nin,297,2171,2221,263520,0.001127049
sal,oli,11,2171,2232,264180,4.16E-05
sal,pen,203,2171,2242,264780,0.000766674
sal,qui,399,2171,2218,263340,0.001515152
sal,ros,361,2171,2216,263220,0.001371476
sal,tam,564,2171,2253,265440,0.002124774
sal,uli,13,2171,2265,266160,4.88E-05
sal,urs,1919,2171,2271,266520,0.00720021
sal,vin,66,2171,2257,265680,0.000248419
sal,xen,502,2171,2247,265080,0.001893768
sal,yet,8,2171,2262,265980,3.01E-05
sal,zar,1089,2171,2131,258120,0.004218968
tam,alb,203,2253,2222,268500,0.000756052
tam,dop,176,2253,2257,270600,0.000650407
tam,gem,349,2253,2248,270060,0.001292305
tam,gre,96,2253,2225,268680,0.000357302
tam,har,225,2253,2219,268320,0.000838551
tam,isa,431,2253,2259,270720,0.001592051
tam,jan,1763,2253,2231,269040,0.006552929
tam,jul,321,2253,2202,267300,0.001200898
tam,kim,341,2253,2250,270180,0.001262122
tam,lul,308,2253,2262,270900,0.001136951
tam,nin,78,2253,2221,268440,0.000290568
tam,pen,229,2253,2242,269700,0.000849092
tam,qui,49,2253,2218,268260,0.000182659
tam,ros,639,2253,2216,268140,0.002383083
tam,sal,323,2253,2171,265440,0.001216847
tam,urs,443,2253,2271,271440,0.001632037
tam,vin,464,2253,2257,270600,0.001714708
tam,xen,934,2253,2247,270000,0.003459259
uli,eri,7,2265,2200,267900,2.61E-05
uli,fra,7,2265,2233,269880,2.59E-05
uli,gem,189,2265,2248,270780,0.000697984
uli,lul,90,2265,2262,271620,0.000331345
uli,pen,54,2265,2242,270420,0.000199689
uli,sal,10,2265,2171,266160,3.76E-05
uli,tam,41,2265,2253,271080,0.000151247
uli,vin,289,2265,2257,271320,0.001065163
uli,zar,114,2265,2131,263760,0.000432211
urs,alb,772,2271,2222,269580,0.002863714
urs,dop,144,2271,2257,271680,0.000530035
urs,eri,420,2271,2200,268260,0.001565645
urs,gem,445,2271,2248,271140,0.001641219
urs,isa,153,2271,2259,271800,0.000562914
urs,jul,16,2271,2202,268380,5.96E-05
urs,kim,312,2271,2250,271260,0.001150188
urs,lul,104,2271,2262,271980,0.000382381
urs,nin,53,2271,2221,269520,0.000196646
urs,oli,593,2271,2232,270180,0.002194833
urs,pen,377,2271,2242,270780,0.001392274
urs,sal,2020,2271,2171,266520,0.007579169
urs,uli,13,2271,2265,272160,4.78E-05
urs,xen,899,2271,2247,271080,0.003316364
urs,yet,250,2271,2262,271980,0.000919185
urs,zar,1207,2271,2131,264120,0.004569892
vin,alb,334,2257,2222,268740,0.001242837
vin,dan,297,2257,2228,269100,0.001103679
vin,eri,247,2257,2200,267420,0.000923641
vin,fra,109,2257,2233,269400,0.000404603
vin,gem,481,2257,2248,270300,0.001779504
vin,gre,396,2257,2225,268920,0.001472557
vin,har,17,2257,2219,268560,6.33E-05
vin,isa,466,2257,2259,270960,0.001719811
vin,jan,73,2257,2231,269280,0.000271093
vin,kim,27,2257,2250,270420,9.98E-05
vin,lul,920,2257,2262,271140,0.003393081
vin,nin,192,2257,2221,268680,0.000714605
vin,oli,608,2257,2232,269340,0.00225737
vin,qui,15,2257,2218,268500,5.59E-05
vin,ros,32,2257,2216,268380,0.000119234
vin,sal,133,2257,2171,265680,0.000500602
vin,tam,442,2257,2253,270600,0.001633407
vin,uli,139,2257,2265,271320,0.00051231
vin,xen,56,2257,2247,270240,0.000207223
vin,yet,287,2257,2262,271140,0.001058494
vin,zar,170,2257,2131,263280,0.0006457
xen,alb,448,2247,2222,268140,0.001670769
xen,dan,129,2247,2228,268500,0.000480447
xen,dop,139,2247,2257,270240,0.000514358
xen,eri,48,2247,2200,266820,0.000179897
xen,fra,278,2247,2233,268800,0.001034226
xen,gem,115,2247,2248,269700,0.0004264
xen,gre,40,2247,2225,268320,0.000149076
xen,har,395,2247,2219,267960,0.001474101
xen,isa,258,2247,2259,270360,0.000954283
xen,jan,244,2247,2231,268680,0.000908144
xen,jul,1098,2247,2202,266940,0.004113284
xen,kim,2135,2247,2250,269820,0.007912683
xen,lul,95,2247,2262,270540,0.00035115
xen,oli,368,2247,2232,268740,0.001369353
xen,pen,671,2247,2242,269340,0.002491275
xen,ros,199,2247,2216,267780,0.000743147
xen,sal,516,2247,2171,265080,0.001946582
xen,tam,1342,2247,2253,270000,0.00497037
xen,urs,365,2247,2271,271080,0.001346466
xen,vin,179,2247,2257,270240,0.000662374
xen,zar,2202,2247,2131,262680,0.008382823
yet,dan,417,2262,2228,269400,0.001547884
yet,dop,388,2262,2257,271140,0.001430995
yet,eri,611,2262,2200,267720,0.002282235
yet,fra,238,2262,2233,269700,0.000882462
yet,gem,137,2262,2248,270600,0.000506282
yet,gre,898,2262,2225,269220,0.003335562
yet,har,290,2262,2219,268860,0.001078628
yet,isa,232,2262,2259,271260,0.000855268
yet,jan,303,2262,2231,269580,0.001123971
yet,jul,303,2262,2202,267840,0.001131272
yet,lul,251,2262,2262,271440,0.000924698
yet,oli,124,2262,2232,269640,0.000459872
yet,pen,96,2262,2242,270240,0.00035524
yet,qui,44,2262,2218,268800,0.00016369
yet,ros,96,2262,2216,268680,0.000357302
yet,tam,334,2262,2253,270900,0.001232927
yet,urs,113,2262,2271,271980,0.000415472
yet,vin,422,2262,2257,271140,0.001556392
yet,xen,106,2262,2247,270540,0.000391809
yet,zar,75,2262,2131,263580,0.000284544
zar,eri,67,2131,2200,259860,0.000257831
zar,gem,125,2131,2248,262740,0.000475755
zar,har,185,2131,2219,261000,0.000708812
zar,isa,97,2131,2259,263400,0.000368261
zar,jan,32,2131,2231,261720,0.000122268
zar,kim,504,2131,2250,262860,0.00191737
zar,nin,92,2131,2221,261120,0.000352328
zar,oli,32,2131,2232,261780,0.00012224
zar,pen,1330,2131,2242,262380,0.005068984
zar,ros,113,2131,2216,260820,0.000433249
zar,sal,420,2131,2171,258120,0.00162715
zar,vin,211,2131,2257,263280,0.000801428
zar,xen,461,2131,2247,262680,0.001754987
